year,month,state_and_area,tot_employed,percent_of_population,tot_unemployed,unemployment_Rate
2021,Jul,Alaska,"330,645",60.6,"22,903",6.5
2021,Jul,Arizona,"3,360,228",58.3,"175,273",5
2021,Jul,Arkansas,"1,285,144",54.4,"53,035",4
2021,Jul,California,"17,644,769",56.8,"1,401,690",7.4
2021,Jul,Los Angeles County,"4,574,359",57.7,"446,583",8.9
2021,Jul,Colorado,"2,991,063",64.5,"177,137",5.6
2021,Jul,Connecticut,"1,732,894",58.9,"118,233",6.4
2021,Jul,Delaware,"467,169",57.7,"27,813",5.6
2021,Jul,District of Columbia,"353,984",64.8,"26,772",7
2021,Jul,Florida,"9,918,993",55.8,"475,923",4.6
2021,Jul,Georgia,"4,983,312",59.3,"198,244",3.8
2021,Jul,Hawaii,"635,023",56.4,"36,827",5.5
2021,Jul,Idaho,"894,644",60.7,"32,119",3.5
2021,Jul,Illinois,"5,983,175",59.3,"391,783",6.1
2021,Jul,Indiana,"3,226,159",60.5,"131,313",3.9
2021,Jul,Iowa,"1,631,935",65,"67,347",4
2021,Jul,Kansas,"1,452,674",64.2,"51,501",3.4
2021,Jul,Kentucky,"1,935,378",54.8,"91,982",4.5
2021,Jul,Louisiana,"1,961,109",54.8,"113,933",5.5
2021,Jul,Maine,"654,838",57.3,"33,411",4.9
2021,Jul,Maryland,"3,007,207",61.5,"173,453",5.5
2021,Jul,Massachusetts,"3,545,826",61.7,"204,830",5.5
2021,Jul,Michigan,"4,492,972",55.7,"294,436",6.2
2021,Jul,Minnesota,"2,921,297",64.8,"115,424",3.8
2021,Jul,Mississippi,"1,186,727",52,"68,967",5.5
2021,Jul,Missouri,"2,927,441",60.2,"122,773",4
2021,Jul,Montana,"531,999",60.1,"18,875",3.4
2021,Jul,Nebraska,"1,021,945",67.6,"28,370",2.7
2021,Jul,Nevada,"1,401,193",56.1,"99,494",6.6
2021,Jul,New Hampshire,"731,028",63.5,"25,541",3.4
2021,Jul,New Jersey,"4,365,599",58.9,"320,445",6.8
2021,Jul,New Mexico,"879,165",52.6,"67,260",7.1
2021,Jul,New York,"8,909,301",55.5,"667,005",7
2021,Jul,New York city,"3,702,934",54.1,"403,621",9.8
2021,Jul,North Carolina,"4,705,802",56.4,"243,659",4.9
2021,Jul,North Dakota,"396,572",66.5,"11,680",2.9
2021,Jul,Ohio,"5,445,248",58.4,"291,447",5.1
2021,Jul,Oklahoma,"1,786,245",58.3,"74,994",4
2021,Jul,Oregon,"2,041,599",58.9,"108,768",5.1
2021,Jul,Pennsylvania,"6,060,044",57.7,"384,868",6
2021,Jul,Rhode Island,"540,595",60.1,"33,492",5.8
2021,Jul,South Carolina,"2,264,543",54.9,"93,510",4
2021,Jul,South Dakota,"457,723",66.9,"12,870",2.7
2021,Jul,Tennessee,"3,181,465",57.6,"146,910",4.4
2021,Jul,Texas,"13,541,793",60.1,"797,258",5.6
2021,Jul,Utah,"1,644,550",66,"45,392",2.7
2021,Jul,Vermont,"324,261",60,"11,788",3.5
2021,Jul,Virginia,"4,166,858",61.2,"162,055",3.7
2021,Jul,Washington,"3,702,387",60.1,"200,457",5.1
2021,Jul,West Virginia,"740,243",51.3,"39,935",5.1
2021,Jul,Wisconsin,"2,986,781",63.3,"119,485",3.8
2021,Jul,Wyoming,"275,835",60.7,"13,075",4.5
2021,Aug,Alabama,"2,182,295",54.6,"72,222",3.2
2021,Aug,Alaska,"331,860",60.8,"22,175",6.3
2021,Aug,Arizona,"3,369,357",58.4,"164,478",4.7
2021,Aug,Arkansas,"1,287,361",54.4,"50,567",3.8
2021,Aug,California,"17,724,539",57,"1,340,235",7
2021,Aug,Los Angeles County,"4,594,152",58,"424,452",8.5
2021,Aug,Colorado,"3,000,556",64.6,"169,286",5.3
2021,Aug,Connecticut,"1,753,157",59.6,"114,969",6.2
2021,Aug,Delaware,"467,001",57.6,"26,936",5.5
2021,Aug,District of Columbia,"355,338",65,"26,332",6.9
2021,Aug,Florida,"9,968,996",56,"459,155",4.4
2021,Aug,Georgia,"4,988,018",59.3,"190,207",3.7
2021,Aug,Hawaii,"636,768",56.6,"31,961",4.8
2021,Aug,Idaho,"896,945",60.7,"31,273",3.4
2021,Aug,Illinois,"6,004,069",59.6,"375,767",5.9
2021,Aug,Indiana,"3,224,643",60.4,"125,239",3.7
2021,Aug,Iowa,"1,634,435",65,"64,589",3.8
2021,Aug,Kansas,"1,452,555",64.2,"49,485",3.3
2021,Aug,Kentucky,"1,938,559",54.8,"91,418",4.5
2021,Aug,Louisiana,"1,964,063",54.9,"106,854",5.2
2021,Aug,Maine,"654,723",57.2,"32,984",4.8
2021,Aug,Maryland,"3,011,151",61.6,"166,899",5.3
2021,Aug,Massachusetts,"3,551,533",61.8,"195,007",5.2
2021,Aug,Michigan,"4,504,961",55.8,"284,696",5.9
2021,Aug,Minnesota,"2,923,115",64.9,"112,650",3.7
2021,Aug,Mississippi,"1,188,478",52.1,"65,505",5.2
2021,Aug,Missouri,"2,931,085",60.2,"117,208",3.8
2021,Aug,Montana,"533,077",60.1,"18,207",3.3
2021,Aug,Nebraska,"1,022,798",67.6,"27,905",2.7
2021,Aug,Nevada,"1,403,270",56.1,"94,570",6.3
2021,Aug,New Hampshire,"731,143",63.5,"24,305",3.2
2021,Aug,New Jersey,"4,368,476",58.9,"314,606",6.7
2021,Aug,New Mexico,"882,150",52.8,"64,720",6.8
2021,Aug,New York,"8,932,320",55.6,"645,168",6.7
2021,Aug,New York city,"3,718,097",54.4,"393,411",9.6
2021,Aug,North Carolina,"4,738,050",56.7,"239,591",4.8
2021,Aug,North Dakota,"397,146",66.6,"11,092",2.7
2021,Aug,Ohio,"5,449,562",58.4,"280,344",4.9
2021,Aug,Oklahoma,"1,788,776",58.3,"69,565",3.7
2021,Aug,Oregon,"2,043,798",58.9,"103,666",4.8
2021,Aug,Pennsylvania,"6,064,094",57.7,"366,424",5.7
2021,Aug,Rhode Island,"541,372",60.1,"32,105",5.6
2021,Aug,South Carolina,"2,265,166",54.8,"90,829",3.9
2021,Aug,South Dakota,"458,199",66.9,"12,490",2.7
2021,Aug,Tennessee,"3,187,101",57.6,"139,485",4.2
2021,Aug,Texas,"13,593,093",60.2,"771,033",5.4
2021,Aug,Utah,"1,648,414",66.1,"43,722",2.6
2021,Aug,Vermont,"324,908",60.1,"11,304",3.4
2021,Aug,Virginia,"4,173,992",61.3,"153,496",3.5
2021,Aug,Washington,"3,712,391",60.2,"193,949",5
2021,Aug,West Virginia,"741,465",51.4,"38,122",4.9
2021,Aug,Wisconsin,"2,986,638",63.3,"113,330",3.7
2021,Aug,Wyoming,"275,604",60.6,"12,652",4.4
2021,Sep,Alabama,"2,186,982",54.7,"68,968",3.1
2021,Sep,Alaska,"333,205",61,"21,003",5.9
2021,Sep,Arizona,"3,378,889",58.5,"153,890",4.4
2021,Sep,Arkansas,"1,290,650",54.6,"48,175",3.6
2021,Sep,California,"17,793,674",57.3,"1,244,003",6.5
2021,Sep,Los Angeles County,"4,609,650",58.2,"390,893",7.8
2021,Sep,Colorado,"3,011,307",64.8,"154,431",4.9
2021,Sep,Connecticut,"1,773,148",60.3,"110,161",5.8
2021,Sep,Delaware,"467,212",57.6,"25,791",5.2
2021,Sep,District of Columbia,"356,041",65.1,"25,018",6.6
2021,Sep,Florida,"10,016,246",56.1,"428,666",4.1
2021,Sep,Georgia,"4,993,517",59.3,"181,780",3.5
2021,Sep,Hawaii,"637,879",56.7,"26,782",4
2021,Sep,Idaho,"899,474",60.8,"30,185",3.2
2021,Sep,Illinois,"6,030,126",59.9,"353,811",5.5
2021,Sep,Indiana,"3,225,114",60.4,"117,988",3.5
2021,Sep,Iowa,"1,635,797",65.1,"60,850",3.6
2021,Sep,Kansas,"1,452,733",64.2,"46,442",3.1
2021,Sep,Kentucky,"1,943,558",55,"89,928",4.4
2021,Sep,Louisiana,"1,968,213",55,"98,656",4.8
2021,Sep,Maine,"654,571",57.2,"31,771",4.6
2021,Sep,Maryland,"3,014,818",61.7,"152,279",4.8
2021,Sep,Massachusetts,"3,557,550",61.9,"180,343",4.8
2021,Sep,Michigan,"4,520,745",56,"268,649",5.6
2021,Sep,Minnesota,"2,927,368",64.9,"108,544",3.6
2021,Sep,Mississippi,"1,190,913",52.2,"62,146",5
2021,Sep,Missouri,"2,934,175",60.3,"111,633",3.7
2021,Sep,Montana,"534,650",60.2,"17,362",3.1
2021,Sep,Nebraska,"1,023,879",67.7,"27,103",2.6
2021,Sep,Nevada,"1,404,908",56.1,"89,648",6
2021,Sep,New Hampshire,"731,620",63.5,"22,940",3
2021,Sep,New Jersey,"4,371,438",58.9,"291,027",6.2
2021,Sep,New Mexico,"885,068",52.9,"59,691",6.3
2021,Sep,New York,"8,956,839",55.8,"597,037",6.2
2021,Sep,New York city,"3,731,079",54.6,"360,133",8.8
2021,Sep,North Carolina,"4,772,401",57,"230,810",4.6
2021,Sep,North Dakota,"397,876",66.7,"10,590",2.6
2021,Sep,Ohio,"5,453,523",58.4,"268,229",4.7
2021,Sep,Oklahoma,"1,792,295",58.4,"63,931",3.4
2021,Sep,Oregon,"2,047,470",59,"97,482",4.5
2021,Sep,Pennsylvania,"6,071,236",57.8,"345,562",5.4
2021,Sep,Rhode Island,"542,372",60.3,"29,612",5.2
2021,Sep,South Carolina,"2,266,371",54.8,"87,492",3.7
2021,Sep,South Dakota,"458,605",66.8,"11,915",2.5
2021,Sep,Tennessee,"3,191,910",57.6,"132,485",4
2021,Sep,Texas,"13,644,738",60.3,"731,473",5.1
2021,Sep,Utah,"1,652,646",66.1,"41,840",2.5
2021,Sep,Vermont,"325,541",60.2,"10,950",3.3
2021,Sep,Virginia,"4,182,358",61.4,"145,814",3.4
2021,Sep,Washington,"3,721,760",60.3,"185,830",4.8
2021,Sep,West Virginia,"742,949",51.5,"36,124",4.6
2021,Sep,Wisconsin,"2,986,694",63.3,"106,629",3.4
2021,Sep,Wyoming,"275,457",60.5,"12,229",4.3
2021,Oct,Alabama,"2,193,949",54.9,"66,369",2.9
2021,Oct,Alaska,"334,795",61.3,"20,462",5.8
2021,Oct,Arizona,"3,390,079",58.6,"145,142",4.1
2021,Oct,Arkansas,"1,295,854",54.7,"46,500",3.5
2021,Oct,California,"17,886,523",57.6,"1,178,048",6.2
2021,Oct,Los Angeles County,"4,633,274",58.5,"370,811",7.4
2021,Oct,Colorado,"3,024,673",65.1,"147,365",4.6
2021,Oct,Connecticut,"1,794,555",61,"106,784",5.6
2021,Oct,Delaware,"468,098",57.6,"24,982",5.1
2021,Oct,District of Columbia,"356,546",65.1,"24,513",6.4
2021,Oct,Florida,"10,065,312",56.3,"412,038",3.9
2021,Oct,Georgia,"5,003,580",59.4,"175,205",3.4
2021,Oct,Hawaii,"639,268",56.8,"22,341",3.4
2021,Oct,Idaho,"902,598",60.9,"29,006",3.1
2021,Oct,Illinois,"6,065,021",60.2,"336,319",5.3
2021,Oct,Indiana,"3,230,596",60.5,"111,464",3.3
2021,Oct,Iowa,"1,639,255",65.2,"56,985",3.4
2021,Oct,Kansas,"1,453,753",64.2,"43,435",2.9
2021,Oct,Kentucky,"1,950,505",55.2,"87,923",4.3
2021,Oct,Louisiana,"1,974,690",55.2,"93,209",4.5
2021,Oct,Maine,"654,681",57.1,"30,779",4.5
2021,Oct,Maryland,"3,023,548",61.9,"141,993",4.5
2021,Oct,Massachusetts,"3,566,159",62,"172,108",4.6
2021,Oct,Michigan,"4,539,758",56.3,"251,631",5.3
2021,Oct,Minnesota,"2,935,441",65.1,"104,167",3.4
2021,Oct,Mississippi,"1,194,771",52.4,"59,078",4.7
2021,Oct,Missouri,"2,940,576",60.4,"106,646",3.5
2021,Oct,Montana,"536,997",60.4,"16,516",3
2021,Oct,Nebraska,"1,025,473",67.7,"26,059",2.5
2021,Oct,Nevada,"1,407,374",56.1,"86,217",5.8
2021,Oct,New Hampshire,"732,898",63.6,"21,559",2.9
2021,Oct,New Jersey,"4,378,549",59,"277,226",6
2021,Oct,New Mexico,"888,510",53.1,"57,601",6.1
2021,Oct,New York,"8,989,806",56,"567,977",5.9
2021,Oct,New York city,"3,747,174",54.9,"346,574",8.5
2021,Oct,North Carolina,"4,812,191",57.4,"221,475",4.4
2021,Oct,North Dakota,"399,140",66.9,"10,216",2.5
2021,Oct,Ohio,"5,460,427",58.5,"257,547",4.5
2021,Oct,Oklahoma,"1,797,348",58.5,"59,407",3.2
2021,Oct,Oregon,"2,054,139",59.2,"93,413",4.3
2021,Oct,Pennsylvania,"6,083,528",57.9,"326,083",5.1
2021,Oct,Rhode Island,"543,754",60.4,"27,039",4.7
2021,Oct,South Carolina,"2,269,143",54.7,"84,558",3.6
2021,Oct,South Dakota,"459,540",66.9,"11,287",2.4
2021,Oct,Tennessee,"3,198,414",57.7,"127,067",3.8
2021,Oct,Texas,"13,702,700",60.5,"707,630",4.9
2021,Oct,Utah,"1,657,900",66.2,"40,277",2.4
2021,Oct,Vermont,"326,507",60.4,"10,594",3.1
2021,Oct,Virginia,"4,196,709",61.6,"139,967",3.2
2021,Oct,Washington,"3,734,664",60.4,"177,416",4.5
2021,Oct,West Virginia,"744,914",51.7,"34,333",4.4
2021,Oct,Wisconsin,"2,988,745",63.3,"100,580",3.3
2021,Oct,Wyoming,"275,583",60.5,"11,781",4.1
2021,Nov,Alabama,"2,202,255",55.1,"63,786",2.8
2021,Nov,Alaska,"336,389",61.6,"19,605",5.5
2021,Nov,Arizona,"3,402,868",58.7,"138,106",3.9
2021,Nov,Arkansas,"1,302,097",55,"45,088",3.3
2021,Nov,California,"17,980,818",57.9,"1,097,196",5.8
2021,Nov,Los Angeles County,"4,657,402",58.8,"345,503",6.9
2021,Nov,Colorado,"3,039,694",65.3,"140,317",4.4
2021,Nov,Connecticut,"1,816,463",61.7,"101,868",5.3
2021,Nov,Delaware,"469,624",57.7,"24,192",4.9
2021,Nov,District of Columbia,"356,764",65.2,"23,910",6.3
2021,Nov,Florida,"10,115,529",56.5,"393,471",3.7
2021,Nov,Georgia,"5,016,402",59.5,"169,727",3.3
2021,Nov,Hawaii,"640,663",57,"21,655",3.3
2021,Nov,Idaho,"906,261",61,"27,640",3
2021,Nov,Illinois,"6,101,290",60.6,"320,744",5
2021,Nov,Indiana,"3,241,334",60.7,"105,497",3.2
2021,Nov,Iowa,"1,644,060",65.4,"52,790",3.1
2021,Nov,Kansas,"1,455,595",64.3,"40,505",2.7
2021,Nov,Kentucky,"1,958,284",55.4,"85,414",4.2
2021,Nov,Louisiana,"1,982,892",55.5,"88,128",4.3
2021,Nov,Maine,"655,004",57.1,"28,771",4.2
2021,Nov,Maryland,"3,033,748",62.1,"129,764",4.1
2021,Nov,Massachusetts,"3,577,114",62.2,"157,530",4.2
2021,Nov,Michigan,"4,560,295",56.5,"234,650",4.9
2021,Nov,Minnesota,"2,945,562",65.3,"98,065",3.2
2021,Nov,Mississippi,"1,199,008",52.6,"56,308",4.5
2021,Nov,Missouri,"2,947,333",60.5,"101,280",3.3
2021,Nov,Montana,"539,985",60.7,"15,668",2.8
2021,Nov,Nebraska,"1,027,538",67.9,"24,669",2.3
2021,Nov,Nevada,"1,410,063",56.2,"83,549",5.6
2021,Nov,New Hampshire,"734,981",63.7,"20,061",2.7
2021,Nov,New Jersey,"4,388,549",59.2,"260,335",5.6
2021,Nov,New Mexico,"892,197",53.3,"55,464",5.9
2021,Nov,New York,"9,026,895",56.3,"535,455",5.6
2021,Nov,New York city,"3,763,483",55.2,"330,174",8.1
2021,Nov,North Carolina,"4,855,474",57.9,"209,516",4.1
2021,Nov,North Dakota,"400,644",67.1,"9,870",2.4
2021,Nov,Ohio,"5,469,344",58.6,"248,218",4.3
2021,Nov,Oklahoma,"1,803,855",58.6,"56,230",3
2021,Nov,Oregon,"2,063,266",59.5,"88,809",4.1
2021,Nov,Pennsylvania,"6,101,152",58.1,"309,000",4.8
2021,Nov,Rhode Island,"545,390",60.6,"24,049",4.2
2021,Nov,South Carolina,"2,273,789",54.8,"81,830",3.5
2021,Nov,South Dakota,"460,573",66.9,"10,572",2.2
2021,Nov,Tennessee,"3,208,044",57.8,"122,088",3.7
2021,Nov,Texas,"13,766,342",60.7,"674,136",4.7
2021,Nov,Utah,"1,664,205",66.4,"38,939",2.3
2021,Nov,Vermont,"327,678",60.6,"10,146",3
2021,Nov,Virginia,"4,215,207",61.8,"134,910",3.1
2021,Nov,Washington,"3,748,407",60.6,"169,041",4.3
2021,Nov,West Virginia,"747,271",51.9,"32,672",4.2
2021,Nov,Wisconsin,"2,992,838",63.3,"95,025",3.1
2021,Nov,Wyoming,"275,933",60.6,"11,278",3.9
2021,Dec,Alabama,"2,210,635",55.3,"61,832",2.7
2021,Dec,Alaska,"337,926",61.9,"19,124",5.4
2021,Dec,Arizona,"3,417,105",58.9,"132,970",3.7
2021,Dec,Arkansas,"1,308,958",55.2,"44,158",3.3
2021,Dec,California,"18,095,739",58.2,"1,047,919",5.5
2021,Dec,Los Angeles County,"4,688,593",59.3,"332,946",6.6
2021,Dec,Colorado,"3,056,057",65.6,"134,119",4.2
2021,Dec,Connecticut,"1,839,087",62.5,"98,276",5.1
2021,Dec,Delaware,"471,588",57.9,"23,486",4.7
2021,Dec,District of Columbia,"357,003",65.2,"23,330",6.1
2021,Dec,Florida,"10,168,586",56.7,"375,604",3.6
2021,Dec,Georgia,"5,032,168",59.6,"164,987",3.2
2021,Dec,Hawaii,"642,642",57.1,"21,332",3.2
2021,Dec,Idaho,"910,325",61.2,"26,249",2.8
2021,Dec,Illinois,"6,136,052",61,"312,775",4.9
2021,Dec,Indiana,"3,256,372",60.9,"100,641",3
2021,Dec,Iowa,"1,651,024",65.6,"48,832",2.9
2021,Dec,Kansas,"1,458,310",64.4,"38,327",2.6
2021,Dec,Kentucky,"1,965,641",55.6,"83,085",4.1
2021,Dec,Louisiana,"1,992,802",55.8,"84,676",4.1
2021,Dec,Maine,"655,725",57.2,"26,876",3.9
2021,Dec,Maryland,"3,045,785",62.3,"117,427",3.7
2021,Dec,Massachusetts,"3,589,145",62.4,"147,203",3.9
2021,Dec,Michigan,"4,581,790",56.8,"220,449",4.6
2021,Dec,Minnesota,"2,956,873",65.5,"91,364",3
2021,Dec,Mississippi,"1,203,546",52.8,"53,876",4.3
2021,Dec,Missouri,"2,955,793",60.7,"95,785",3.1
2021,Dec,Montana,"543,332",60.9,"14,951",2.7
2021,Dec,Nebraska,"1,030,007",68,"23,258",2.2
2021,Dec,Nevada,"1,413,547",56.2,"81,754",5.5
2021,Dec,New Hampshire,"737,732",63.9,"18,662",2.5
2021,Dec,New Jersey,"4,401,723",59.3,"253,375",5.4
2021,Dec,New Mexico,"896,380",53.6,"53,660",5.6
2021,Dec,New York,"9,067,724",56.6,"519,593",5.4
2021,Dec,New York city,"3,781,438",55.6,"328,771",8
2021,Dec,North Carolina,"4,901,956",58.4,"196,435",3.9
2021,Dec,North Dakota,"402,331",67.4,"9,610",2.3
2021,Dec,Ohio,"5,482,261",58.7,"241,023",4.2
2021,Dec,Oklahoma,"1,811,441",58.9,"54,424",2.9
2021,Dec,Oregon,"2,073,813",59.8,"86,039",4
2021,Dec,Pennsylvania,"6,124,585",58.3,"296,291",4.6
2021,Dec,Rhode Island,"547,251",60.8,"21,552",3.8
2021,Dec,South Carolina,"2,280,395",54.8,"79,625",3.4
2021,Dec,South Dakota,"461,875",67,"9,934",2.1
2021,Dec,Tennessee,"3,221,675",58,"118,815",3.6
2021,Dec,Texas,"13,835,000",60.9,"651,259",4.5
2021,Dec,Utah,"1,671,444",66.6,"37,990",2.2
2021,Dec,Vermont,"329,101",60.8,"9,571",2.8
2021,Dec,Virginia,"4,237,842",62.1,"131,140",3
2021,Dec,Washington,"3,764,862",60.8,"162,601",4.1
2021,Dec,West Virginia,"750,031",52.1,"31,107",4
2021,Dec,Wisconsin,"2,998,382",63.4,"90,507",2.9
2021,Dec,Wyoming,"276,506",60.7,"10,729",3.7
2022,Jan,Alabama,"2,218,249",55.4,"60,270",2.6
2022,Jan,Alaska,"339,409",62.1,"18,290",5.1
2022,Jan,Arizona,"3,432,058",59.1,"130,015",3.6
2022,Jan,Arkansas,"1,315,324",55.5,"43,801",3.2
2022,Jan,California,"18,205,836",58.6,"994,165",5.2
2022,Jan,Los Angeles County,"4,717,059",59.6,"317,534",6.3
2022,Jan,Colorado,"3,072,499",65.9,"127,009",4
2022,Jan,Connecticut,"1,862,039",63.3,"94,630",4.8
2022,Jan,Delaware,"473,600",58.1,"23,069",4.6
2022,Jan,District of Columbia,"360,522",65.8,"23,159",6
2022,Jan,Florida,"10,224,527",56.9,"371,228",3.5
2022,Jan,Georgia,"5,048,978",59.7,"161,555",3.1
2022,Jan,Hawaii,"644,870",57.3,"21,400",3.2
2022,Jan,Idaho,"914,562",61.3,"25,127",2.7
2022,Jan,Illinois,"6,164,248",61.3,"308,798",4.8
2022,Jan,Indiana,"3,272,839",61.2,"97,175",2.9
2022,Jan,Iowa,"1,659,074",66,"45,247",2.7
2022,Jan,Kansas,"1,461,629",64.5,"36,930",2.5
2022,Jan,Kentucky,"1,971,515",55.7,"81,170",4
2022,Jan,Louisiana,"2,003,051",56.1,"83,633",4
2022,Jan,Maine,"656,769",57.2,"24,776",3.6
2022,Jan,Maryland,"3,056,712",62.6,"115,904",3.7
2022,Jan,Massachusetts,"3,600,641",62.6,"151,981",4
2022,Jan,Michigan,"4,603,343",57,"210,168",4.4
2022,Jan,Minnesota,"2,971,950",65.9,"84,678",2.8
2022,Jan,Mississippi,"1,207,303",53,"51,774",4.1
2022,Jan,Missouri,"2,964,225",60.8,"89,578",2.9
2022,Jan,Montana,"546,550",61.2,"14,523",2.6
2022,Jan,Nebraska,"1,032,595",68.1,"22,042",2.1
2022,Jan,Nevada,"1,425,261",56.6,"81,187",5.4
2022,Jan,New Hampshire,"740,891",64.1,"17,571",2.3
2022,Jan,New Jersey,"4,439,967",59.9,"238,339",5.1
2022,Jan,New Mexico,"900,599",53.8,"51,586",5.4
2022,Jan,New York,"9,109,926",56.9,"492,985",5.1
2022,Jan,New York city,"3,800,369",55.9,"313,301",7.6
2022,Jan,North Carolina,"4,949,439",58.9,"186,724",3.6
2022,Jan,North Dakota,"403,890",67.6,"9,390",2.3
2022,Jan,Ohio,"5,498,833",58.9,"235,853",4.1
2022,Jan,Oklahoma,"1,819,207",59.1,"53,805",2.9
2022,Jan,Oregon,"2,083,697",60.1,"83,254",3.8
2022,Jan,Pennsylvania,"6,151,448",58.6,"288,837",4.5
2022,Jan,Rhode Island,"549,318",61.1,"20,080",3.5
2022,Jan,South Carolina,"2,288,249",54.9,"78,422",3.3
2022,Jan,South Dakota,"463,168",67.1,"9,439",2
2022,Jan,Tennessee,"3,238,437",58.2,"116,669",3.5
2022,Jan,Texas,"13,905,907",61.1,"630,892",4.3
2022,Jan,Utah,"1,679,210",66.8,"37,675",2.2
2022,Jan,Vermont,"330,578",61.1,"8,939",2.6
2022,Jan,Virginia,"4,261,556",62.5,"128,919",2.9
2022,Jan,Washington,"3,781,328",61,"158,911",4
2022,Jan,West Virginia,"753,003",52.3,"29,877",3.8
2022,Jan,Wisconsin,"3,004,230",63.5,"87,494",2.8
2022,Jan,Wyoming,"277,867",60.9,"10,211",3.5
2022,Feb,Alabama,"2,224,602",55.6,"58,943",2.6
2022,Feb,Alaska,"340,773",62.4,"16,732",4.7
2022,Feb,Arizona,"3,446,656",59.2,"128,291",3.6
2022,Feb,Arkansas,"1,320,798",55.7,"43,366",3.2
2022,Feb,California,"18,301,764",58.9,"909,437",4.7
2022,Feb,Los Angeles County,"4,739,155",59.9,"288,904",5.7
2022,Feb,Colorado,"3,087,732",66.2,"115,466",3.6
2022,Feb,Connecticut,"1,864,494",63.4,"89,181",4.6
2022,Feb,Delaware,"475,249",58.2,"22,347",4.5
2022,Feb,District of Columbia,"364,028",66.4,"21,663",5.6
2022,Feb,Florida,"10,282,914",57.2,"349,523",3.3
2022,Feb,Georgia,"5,065,290",59.8,"158,045",3
2022,Feb,Hawaii,"647,214",57.6,"21,577",3.2
2022,Feb,Idaho,"918,643",61.5,"24,233",2.6
2022,Feb,Illinois,"6,184,622",61.5,"301,178",4.6
2022,Feb,Indiana,"3,288,140",61.5,"94,534",2.8
2022,Feb,Iowa,"1,667,279",66.3,"42,168",2.5
2022,Feb,Kansas,"1,465,088",64.7,"35,983",2.4
2022,Feb,Kentucky,"1,975,348",55.9,"79,518",3.9
2022,Feb,Louisiana,"2,012,304",56.4,"81,031",3.9
2022,Feb,Maine,"657,983",57.3,"21,890",3.2
2022,Feb,Maryland,"3,065,843",62.8,"107,627",3.4
2022,Feb,Massachusetts,"3,610,429",62.8,"145,757",3.9
2022,Feb,Michigan,"4,623,433",57.3,"201,803",4.2
2022,Feb,Minnesota,"2,984,937",66.2,"78,404",2.6
2022,Feb,Mississippi,"1,210,080",53.1,"49,870",4
2022,Feb,Missouri,"2,973,164",61,"82,288",2.7
2022,Feb,Montana,"549,250",61.5,"14,326",2.5
2022,Feb,Nebraska,"1,034,945",68.3,"21,163",2
2022,Feb,Nevada,"1,436,822",57.1,"80,832",5.3
2022,Feb,New Hampshire,"744,129",64.4,"16,699",2.2
2022,Feb,New Jersey,"4,477,726",60.4,"215,722",4.6
2022,Feb,New Mexico,"904,419",54,"47,711",5
2022,Feb,New York,"9,151,475",57.2,"455,752",4.7
2022,Feb,New York city,"3,820,294",56.3,"284,081",6.9
2022,Feb,North Carolina,"4,967,832",59,"177,206",3.4
2022,Feb,North Dakota,"405,212",67.8,"9,107",2.2
2022,Feb,Ohio,"5,517,007",59.1,"230,437",4
2022,Feb,Oklahoma,"1,826,202",59.3,"53,425",2.8
2022,Feb,Oregon,"2,090,906",60.3,"79,254",3.7
2022,Feb,Pennsylvania,"6,177,395",58.9,"284,267",4.4
2022,Feb,Rhode Island,"551,481",61.3,"18,411",3.2
2022,Feb,South Carolina,"2,296,061",55.1,"77,233",3.3
2022,Feb,South Dakota,"464,495",67.2,"9,096",1.9
2022,Feb,Tennessee,"3,255,407",58.5,"114,796",3.4
2022,Feb,Texas,"13,975,315",61.3,"598,105",4.1
2022,Feb,Utah,"1,686,890",67,"37,659",2.2
2022,Feb,Vermont,"332,023",61.4,"8,314",2.4
2022,Feb,Virginia,"4,283,613",62.8,"125,865",2.9
2022,Feb,Washington,"3,796,706",61.3,"156,359",4
2022,Feb,West Virginia,"755,664",52.6,"28,917",3.7
2022,Feb,Wisconsin,"3,008,765",63.6,"85,558",2.8
2022,Feb,Wyoming,"279,182",61.2,"9,749",3.4
2022,Mar,Alabama,"2,229,260",55.7,"58,074",2.5
2022,Mar,Alaska,"341,906",62.6,"15,367",4.3
2022,Mar,Arizona,"3,459,342",59.4,"128,099",3.6
2022,Mar,Arkansas,"1,324,471",55.8,"43,062",3.1
2022,Mar,California,"18,382,817",59.2,"837,088",4.4
2022,Mar,Los Angeles County,"4,755,340",60.2,"263,863",5.3
2022,Mar,Colorado,"3,100,075",66.5,"104,801",3.3
2022,Mar,Connecticut,"1,865,953",63.4,"84,470",4.3
2022,Mar,Delaware,"476,238",58.3,"21,853",4.4
2022,Mar,District of Columbia,"367,319",67,"20,300",5.2
2022,Mar,Florida,"10,340,203",57.4,"331,866",3.1
2022,Mar,Georgia,"5,077,845",59.9,"155,574",3
2022,Mar,Hawaii,"649,586",57.8,"21,916",3.3
2022,Mar,Idaho,"922,107",61.7,"23,732",2.5
2022,Mar,Illinois,"6,196,105",61.7,"294,491",4.5
2022,Mar,Indiana,"3,300,416",61.7,"93,975",2.8
2022,Mar,Iowa,"1,673,531",66.5,"40,346",2.4
2022,Mar,Kansas,"1,467,848",64.8,"35,704",2.4
2022,Mar,Kentucky,"1,976,902",55.9,"78,632",3.8
